Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
    8027   9198.36   3904.78     50.69
    8028   9184.47   3833.30     43.79
    8029   9170.97   3763.82     39.39
    8030   9207.79   4518.07     34.19
    8031   8984.33   4220.02     40.01
    8032   9022.71   4321.79     40.00
    8033   9061.09   4423.55     40.00
    8034   8741.30   4170.66     40.00
    8035   8843.62   4144.46     40.00
    8036   8632.59   4100.79     36.63
    8037   8753.88   3866.18     70.00
    8038   8694.37   3930.75     60.19
    8039   8752.95   3691.81     40.00
    8040   8798.42   3722.25     40.05
    8041   8604.58   3057.23     30.86
    8042   8583.46   3107.54     37.12
    8043   9967.53   2582.88     20.57
    8044   9984.89   2636.66     20.00
    8045  10002.25   2690.44     19.14
    8046  10019.14   2742.75     18.15
    8047  10033.97   2788.69     17.98
    8048  10045.82   2825.40     17.79
    8049  10055.46   2855.27     17.69
    8050   8857.49   3456.20     23.29
    8051   8859.98   3492.09     23.52
    8052   8860.04   3534.40     25.30
    8053   8855.97   3583.12     28.47
    8054   8853.74   3637.18     30.00
    8055   8853.98   3695.10     35.04
    8056   8920.80   3790.80     30.00
    8057   8987.48   3822.88     30.00
    8058   9056.68   3852.82     30.00
    8059   9126.89   3880.32     43.19
    8060   9046.35   3778.54     30.00
    8061   9105.07   3735.78     32.53
    8062   9251.30   3633.69     30.00
    8063   9280.01   3575.44     30.00
    8064   9303.63   3523.38     30.00
    8065   9315.89   3480.17     22.69
    8066   9320.74   3442.94     22.51
    8067   9328.65   3408.32     22.06
    8068   9338.47   3373.18     21.44
    8069   9355.21   3348.93     21.04
    8070   9364.15   3329.50     19.17
    8071   9769.78   3627.76     39.59
    8072   9831.54   3558.81     28.17
    8073   9878.91   3491.82     20.00
    8074   9917.41   3432.07     20.00
    8075   9957.50   3376.89     20.00
    8076   9994.62   3319.76     20.00
    8077  10022.12   3264.20     19.43
    8078  10045.90   3215.50     19.24
    8079  10076.41   3171.20     19.09
    8080  10114.32   3144.51     19.06
    8081   9889.12   3370.94     19.96
    8082   9863.21   3311.97     19.99
    8083   9845.92   3260.54     19.99
    8084   9833.10   3220.05     19.83
    8085   9817.55   3185.34     19.47
    8086   9801.74   3152.03     19.10
    8087   9786.04   3117.99     19.00
    8088   9765.08   3094.19     19.03
    8089   9752.19   3071.98     19.05
    8090   9780.36   3181.64     19.21
    8091   9744.46   3177.38     19.08
    8092   9714.81   3173.20     19.05
    8093   9692.06   3170.00     19.05
    8094   9669.46   3167.36     19.33
    8095   9406.42   3312.79     19.06
    8096   9389.75   3325.46     20.73
    8097   9377.69   3343.54     20.93
    8098   9378.79   3367.89     21.19
    8099   9364.47   3399.74     20.73
    8100   9356.67   3431.83     22.29
    8101   9349.25   3463.17     22.56
    8102   9361.10   3505.29     26.75
    8103   9344.50   3565.53     30.00
    8104   9322.53   3627.99     30.00
    8105   9800.32   3481.36     20.00
    8106   9777.06   3412.32     20.00
    8107   9758.60   3351.67     20.00
    8108   9736.54   3306.60     20.00
    8109   9712.53   3271.53     19.97
    8110   9693.51   3233.50     19.67
    8111   9692.66   3204.54     19.30
    8112   9680.12   3187.82     19.39
    8113   9487.54   3618.21     30.00
    8114   9528.48   3554.85     29.68
    8115   9568.42   3489.72     26.57
    8116   9617.56   3443.24     24.41
    8117   9646.84   3396.22     20.00
    8118   9669.61   3350.16     20.00
    8119   9690.18   3307.87     20.00
    8120   9402.12   3613.00     30.00
    8121   9455.38   3555.52     29.90
    8122   9491.53   3497.90     23.90
    8123   9519.35   3442.24     22.76
    8124   9545.09   3396.23     20.59
    8125   9571.53   3356.62     20.00
    8126   9593.93   3318.66     20.00
    8127   9606.78   3288.03     20.00
    8128   9628.47   3262.42     20.00
    8129   9655.05   3235.57     19.91
    8130   9670.13   3209.63     19.68
    8131   9415.09   3326.50     20.66
    8132   9443.48   3322.92     20.56
    8133   9476.39   3325.47     20.25
    8134   9510.20   3324.11     20.06
    8135   9549.63   3317.60     20.00
    8136   9576.45   3288.14     20.00
    8137   9595.28   3263.63     20.00
    8138   9607.15   3243.38     19.99
    8139   9625.38   3229.31     19.97
    8140   9642.90   3208.87     19.77
    8141   9656.54   3187.48     19.63
    8142   9632.85   3187.11     19.83
    8143   9617.46   3204.12     19.99
    8144   9585.40   3240.09     20.03
    8145   9562.03   3234.39     20.10
    8146   9567.43   3259.73     20.01
    8147   9539.73   3250.94     20.01
    8148   9519.26   3251.54     20.03
    8149   9545.68   3281.15     20.01
    8150   9517.41   3272.27     20.02
    8151   9493.36   3270.10     20.19
    8152   9494.26   3296.10     20.12
    8153   9424.45   3307.85     20.62
    8154   9443.44   3297.85     20.54
    8155   9464.82   3301.57     20.44
    8156   9474.21   3280.96     20.38
    8157   9457.14   3286.12     20.47
    8158   9523.44   3298.25     20.00
    8159   9506.12   3257.79     20.14
    8160   9579.29   3217.94     20.06
    8161   9601.23   3221.47     19.98
    8162   9489.46   3391.93     21.69
    8163   9454.28   3357.14     20.51
    8164   9437.45   3396.62     21.52
    8165   9399.17   3396.01     21.66
    8166   9452.55   3444.01     22.13
    8167   9413.21   3422.69     22.07
    8168   9391.83   3455.60     22.43
    8169   9425.00   3501.07     22.55
    8170   9397.62   3548.08     28.51
    8171   9385.07   3421.17     21.49
    8172   9400.54   3345.91     20.94
    8173   9416.02   3367.94     21.22
    8174   9425.88   3344.08     20.70
    8175   9491.31   3350.98     20.22
    8176   9526.20   3356.24     20.05
    8177   9594.92   3396.70     20.23
    8178   9669.92   3269.70     20.00
    8179   9639.76   3307.31     20.00
    8180   9619.43   3354.28     20.00
    8181   9569.07   3433.63     21.45
    8182   9712.74   3341.93     20.00
    8183   9708.75   3393.34     20.00
    8184   9570.34   3615.13     30.00
    8185   9741.37   3538.78     28.32
    8186   9725.60   3461.50     20.00
    8187   9655.30   3503.59     29.45
    8188   9665.71   3599.68     30.73
    8189   9670.81   3439.58     22.67
    8190   9597.65   3552.59     29.85
    8191   9808.52   3247.45     19.99
    8192   9773.58   3246.63     19.93
    8193   9734.62   3239.68     19.67
    8194   9847.42   3424.94     20.00
    8195   9821.70   3361.09     20.00
    8196   9794.81   3294.72     20.00
    8197   9750.42   3271.83     19.97
    8198   9699.87   3187.88     19.13
    8199   9719.70   3203.85     19.27
    8200   9795.18   3215.31     19.81
    8201   9757.98   3210.75     19.45
    8202   9728.63   3145.81     19.00
    8203   9720.14   3114.63     19.08
    8204   9683.99   3149.42     18.99
    8205   9701.18   3133.06     19.03
    8206   9704.13   3154.30     19.01
    8207   9737.36   3093.15     19.09
    8208   9750.42   3119.13     19.02
    8209   9765.27   3149.00     19.01
    8210   9776.69   3072.02     19.02
    8211   9801.21   3073.07     18.99
    8212   9827.40   3076.55     18.99
    8213   9856.03   3083.85     18.99
    8214   9889.34   3092.45     18.98
    8215   9926.69   3098.08     18.97
    8216   9964.51   3101.14     18.98
    8217  10000.56   3101.71     18.98
    8218  10034.54   3102.75     18.99
    8219  10068.72   3104.51     18.99
    8220  10103.78   3108.89     19.00
    8221   9983.78   3071.27     18.87
    8222   9968.13   3039.92     18.66
    8223   9952.21   3010.04     18.42
    8224   9937.35   2982.46     18.26
    8225   9927.10   2956.95     18.11
    8226   9917.95   2934.62     17.80
    8227   9906.51   2914.04     18.03
    8228   9912.39   3065.07     18.88
    8229   9899.04   3033.82     18.71
    8230   9885.98   3004.01     18.54
    8231   9872.62   2977.06     18.36
    8232   9860.00   2953.41     17.63
    8233   9849.42   2931.41     17.74
    8234   9839.91   2910.59     17.96
    8235   9764.62   3051.15     19.06
    8236   9775.40   3029.68     19.03
    8237   9786.40   3005.88     18.92
    8238   9804.44   2988.70     17.61
    8239   9819.61   2970.50     18.73
    8240   9835.02   2950.80     18.57
    8241   9809.11   2946.25     18.64
    8242   9819.24   2909.06     17.94
    8243   9827.04   2928.82     17.67
    8244   9809.57   2924.81     17.86
    8245   9796.49   2968.50     18.78
    8246   9786.12   2984.84     17.59
    8247   9816.19   3051.06     18.97
    8248   9831.78   3023.64     18.88
    8249   9854.82   3000.46     18.73
    8250   9789.28   3050.87     18.98
    8251   9801.57   3028.21     18.95
    8252   9810.37   3008.15     17.90
    8253   9827.66   2994.31     18.77
    8254   9844.96   2974.42     18.62
    8255   9878.11   3059.75     18.94
    8256   9865.94   3029.28     18.84
    8257   9845.91   3054.02     18.94
    8258   9904.73   2976.10     18.27
    8259   9872.69   2932.84     17.76
    8260   9895.44   2933.24     17.81
    8261   9884.14   2913.04     17.91
    8262   9861.88   2912.01     17.91
    8263   9885.26   2953.94     17.72
    8264   9906.10   2950.97     18.13
    8265   9933.10   3037.50     18.70
    8266   9918.74   3007.32     18.48
    8267   9948.10   3068.83     18.88
    8268  10018.40   3073.21     18.87
    8269  10036.13   3046.12     18.70
    8270  10052.99   3021.49     18.45
    8271  10069.33   2999.39     18.21
    8272   9988.61   3009.07     18.40
    8273  10022.98   3017.23     18.42
    8274   9967.38   2983.99     18.19
    8275   9991.81   2980.76     18.17
    8276  10014.72   2988.71     18.15
    8277  10042.46   2995.20     18.16
    8278  10060.16   2975.12     17.99
    8279   9953.91   2960.32     18.06
    8280   9980.41   2961.29     18.05
    8281  10007.92   2960.73     17.98
    8282  10034.56   2969.25     18.02
    8283   9942.58   2937.21     17.84
    8284   9968.67   2940.04     17.97
    8285   9992.75   2941.91     16.56
    8286  10011.64   2938.75     17.90
    8287  10029.58   2944.46     17.90
    8288  10052.50   2951.28     17.86
    8289   9957.89   2916.02     16.61
    8290  10003.31   2927.11     16.51
    8291   9984.51   2923.51     16.65
    8292   9929.95   2915.31     17.99
    8293  10003.00   3042.80     18.65
    8294  10091.30   3044.85     18.73
    8295  10067.03   3047.39     18.72
    8296  10052.37   3074.61     18.89
    8297  10089.39   3073.67     18.91
    8298  10080.03   3023.61     18.49
    8299   9943.30   3133.09     19.00
    8300   9917.79   3165.78     19.06
    8301   9891.08   3189.89     19.25
    8302   9875.74   3223.18     19.60
    8303   9927.51   3318.66     19.91
    8304   9960.44   3266.56     19.51
    8305   9989.79   3216.61     19.21
    8306  10018.23   3167.35     19.05
    8307  10049.67   3134.42     19.00
    8308   9984.64   3133.85     19.01
    8309   9963.69   3171.82     19.06
    8310   9928.39   3214.24     19.28
    8311   9900.20   3265.86     19.91
    8312  10017.53   3128.01     19.00
    8313  10082.58   3132.70     19.01
    8314   9809.94   3097.06     19.00
    8315   9822.05   3123.66     19.00
    8316   9839.19   3154.56     19.14
    8317   9855.74   3188.46     19.33
    8318   9860.29   3120.06     19.00
    8319   9877.77   3157.77     19.08
    8320   9902.53   3127.87     19.00
    8321   9835.14   3100.24     19.00
    8322   9787.79   3090.87     19.00
    8323   9986.73   3439.70     20.00
    8324  10062.09   3449.56     20.00
    8325  10144.07   3454.83     20.00
    8326  10213.36   3448.38     20.00
    8327  10180.78   3385.20     20.00
    8328  10149.12   3318.50     20.00
    8329  10121.12   3263.23     19.94
    8330  10097.43   3218.87     19.47
    8331  10029.59   3380.22     20.00
    8332  10070.58   3312.01     19.90
    8333  10106.04   3383.39     19.98
    8334  10071.43   3254.76     19.74
    8335  10126.79   3185.03     19.31
    8336  10142.90   3223.47     19.76
    8337  10056.40   3693.31     28.27
    8338  10031.25   3597.12     20.00
    8339  10009.00   3511.34     20.00
    8340   9944.81   3488.11     20.00
    8341   9932.00   3565.64     20.00
    8342   9961.65   3664.74     20.00
    8343   9866.85   3647.50     30.52
    8344   9981.08   3760.12     30.00
    8345   9902.32   3724.75     38.83
    8346  10131.34   3619.85     30.00
    8347  10205.01   3534.57     20.00
    8348  10097.13   3527.88     20.00
    8349   8887.15   3438.83     23.16
    8350   8891.14   3470.98     23.26
    8351   8903.81   3509.41     27.47
    8352   8903.67   3558.84     28.67
    8353   8904.59   3609.87     30.00
    8354   8907.53   3664.69     30.00
    8355   8912.59   3724.40     30.36
    8356   8951.45   3581.71     30.00
    8357   9001.14   3605.02     30.00
    8358   9049.92   3635.31     30.00
    8359   9104.57   3668.21     30.60
    8360   9106.11   3249.40     21.80
    8361   9103.59   3281.00     21.89
    8362   9101.13   3312.60     22.08
    8363   9098.44   3344.18     22.38
    8364   9095.89   3375.16     22.64
    8365   9095.52   3406.98     22.86
    8366   9088.74   3447.46     22.99
    8367   9095.20   3498.34     27.61
    8368   9100.33   3549.65     30.00
    8369   9105.66   3606.24     30.00
    8370   9261.49   3238.68     16.44
    8371   9239.94   3247.44     21.24
    8372   9215.99   3257.36     21.32
    8373   9189.98   3270.83     21.40
    8374   9161.72   3285.21     21.57
    8375   9131.67   3299.24     21.98
    8376   9281.92   3255.72     18.87
    8377   9260.02   3263.63     21.17
    8378   9238.19   3272.77     21.26
    8379   9216.45   3285.97     21.32
    8380   9191.00   3302.42     21.67
    8381   9160.59   3317.84     22.01
    8382   9129.17   3331.44     22.23
    8383   9322.46   3288.84     20.95
    8384   9300.93   3295.69     21.04
    8385   9277.96   3302.93     21.18
    8386   9254.55   3310.45     21.35
    8387   9225.05   3317.57     20.12
    8388   9192.20   3337.07     22.08
    8389   9157.76   3351.62     22.36
    8390   9125.43   3363.16     22.50
    8391   9188.31   3374.38     22.59
    8392   9219.77   3401.20     22.53
    8393   9251.02   3429.82     22.63
    8394   9283.07   3455.56     22.69
    8395   9275.46   3326.31     21.34
    8396   9274.93   3355.19     21.64
    8397   9261.30   3391.17     22.34
    8398   9349.48   3314.10     20.85
    8399   9323.82   3311.55     20.98
    8400   9298.26   3317.97     21.15
    8401   9316.46   3333.66     21.13
    8402   9309.57   3355.30     21.38
    8403   9300.64   3383.62     21.88
    8404   9290.90   3418.57     22.39
